Update Date and Time (ISO),Update Duration (ms),Reading Date and Time (ISO),Air pressure (mb),Air temperature (C),Tide height (m),Wind direction (deg),Wind gust speed (kn),Wind speed (kn),True air temperature (C),True tide height (m),Independent tide height prediction (m),Independent tide height deviation (m),Dependent tide height prediction (m),Dependent tide height deviation (m),Independent air temperature prediction (C),Independent air temperature deviation (C),Dependent air temperature prediction (C),Dependent air temperature deviation (C)
2007-05-29T09:45:00,0,2007-05-29T09:45:00,1011,16.1,4,296,9.5,6.2,16.08,3.99,4.0081,0.020166,4.0046,0.019331,16.0004,0.15485,15.9877,0.15349
2007-05-29T09:50:00,0,2007-05-29T09:50:00,,,,,,,14.92,4.01,4.0265,0.019997,4.0262,0.019169,16.0723,0.15327,16.0584,0.15193
2007-05-29T09:55:00,0,2007-05-29T09:55:00,1011,15.3,4,280,13.4,7.1,15.42,4.03,4.0418,0.023822,4.0429,0.022478,16.1104,0.17627,16.0929,0.17434
2007-05-29T10:00:00,0,2007-05-29T10:00:00,1011,15.7,4,312,11.7,11.6,15.67,4.03,4.0329,0.022144,4.0353,0.021034,15.8518,0.1673,15.844,0.16566
2007-05-29T10:05:00,0,2007-05-29T10:05:00,1011,15.5,4,280,12,9.6,15.5,4.03,4.0145,0.017291,4.0175,0.016845,15.7115,0.13704,15.7092,0.13616
2007-05-29T10:10:00,0,2007-05-29T10:10:00,1011,15.8,4.1,281,9.3,6.7,15.75,4.05,4.0384,0.016928,4.0408,0.016644,15.7133,0.13456,15.712,0.13373
2007-05-29T10:15:00,0,2007-05-29T10:15:00,,,,,,,16.42,4.05,4.0344,0.020188,4.0345,0.019422,15.6842,0.15469,15.6828,0.15337
2007-05-29T10:20:00,0,2007-05-29T10:20:00,1011,15.8,4.1,310,13.2,10.5,15.33,4.05,4.0271,0.024049,4.0263,0.02254,15.6517,0.17755,15.6535,0.17563
2007-05-29T10:25:00,0,2007-05-29T10:25:00,1011,14.4,4,273,10.9,7.7,14.08,4.03,4.0326,0.017881,4.0324,0.017378,15.2962,0.14102,15.3033,0.1401
2007-05-29T10:30:00,0,2007-05-29T10:30:00,1011,15.2,4,311,10.5,8.5,15.17,4.03,4.0226,0.021263,4.021,0.020295,15.2153,0.16145,15.2256,0.16003
2007-05-29T10:35:00,0,2007-05-29T10:35:00,1011,15.3,4,316,11.9,9.1,15.25,4.03,4.003,0.020679,4.0101,0.019764,15.1294,0.15726,15.1405,0.15591
2007-05-29T10:40:00,0,2007-05-29T10:40:00,,,,,,,14.75,4.02,3.9894,0.020398,4.0011,0.019502,15.0999,0.1546,15.1145,0.1533
2007-05-29T10:45:00,0,2007-05-29T10:45:00,1011,15,4,308,13.4,8.3,15.17,4.02,3.9776,0.024383,3.9904,0.022522,15.0252,0.17738,15.0575,0.17532
2007-05-29T10:50:00,0,2007-05-29T10:50:00,1011,15.7,4,307,12.2,11,15.75,4.02,3.986,0.018019,3.9913,0.017341,15.1647,0.14094,15.183,0.13992
2007-05-29T10:55:00,0,2007-05-29T10:55:00,1011,15.7,4,315,12.6,9.3,15.67,4.02,3.9807,0.021448,3.9814,0.020278,15.1196,0.16132,15.1456,0.1598
2007-05-29T11:00:00,0,2007-05-29T11:00:00,1011,14.6,4,288,15.7,8.9,14.58,4.02,3.9899,0.017103,3.9903,0.016327,15.0811,0.13449,15.1027,0.13359
2007-05-29T11:05:00,0,2007-05-29T11:05:00,,,,,,,15.08,4.02,3.9916,0.020468,3.9888,0.018878,15.0323,0.1545,15.0578,0.15307
2007-05-29T11:10:00,0,2007-05-29T11:10:00,1011,15.6,4,300,13.6,11.8,15.83,4.02,3.9946,0.024435,3.9897,0.021668,14.9836,0.17727,15.019,0.17514
2007-05-29T11:15:00,0,2007-05-29T11:15:00,1011,16.4,4,310,8.4,9.3,16.42,4.02,4.0009,0.018009,3.9944,0.016884,15.5216,0.14089,15.5368,0.13982
2007-05-29T11:20:00,0,2007-05-29T11:20:00,1011,16.3,4,294,15,10.7,16.25,4.02,4.0045,0.017434,3.991,0.016459,15.7551,0.13704,15.7697,0.13606
2007-05-29T11:25:00,0,2007-05-29T11:25:00,1011,15.1,4,304,13,10.7,15.08,4.02,4.0108,0.020804,3.9907,0.01886,15.8037,0.1571,15.8177,0.15554
2007-05-29T11:30:00,0,2007-05-29T11:30:00,,,,,,,14.75,4.02,4.0131,0.020467,3.996,0.01847,15.6344,0.15447,15.6482,0.15294
2007-05-29T11:35:00,0,2007-05-29T11:35:00,1011,15.6,4,296,13.2,9.8,15.58,4.02,4.011,0.018947,4.0007,0.017468,15.6342,0.14644,15.6459,0.1452
2007-05-29T11:40:00,0,2007-05-29T11:40:00,1011,16,4,318,8.2,9.2,16,4.03,4.0142,0.022528,4.0048,0.020014,15.645,0.16761,15.6625,0.16574
2007-05-29T11:45:00,0,2007-05-29T11:45:00,1011,17,4,270,12.2,6.1,17,4.02,4.0097,0.021431,4.0006,0.019189,15.7715,0.16125,15.7858,0.15956
2007-05-29T11:50:00,0,2007-05-29T11:50:00,1011,17.6,4,304,9.9,4.9,17.58,4.02,4.0034,0.017091,3.9997,0.015981,16.5577,0.13446,16.5576,0.13349
2007-05-29T11:55:00,0,2007-05-29T11:55:00,1011,16.5,4,285,19.2,10.3,16.5,4.02,3.9996,0.020457,3.9982,0.018495,16.6683,0.15447,16.6699,0.15296
2007-05-29T12:00:00,0,2007-05-29T12:00:00,1011,15.9,4,307,15.2,12.8,15.92,4.02,3.9937,0.020293,3.9993,0.018309,16.7222,0.1529,16.7251,0.15139
2007-05-29T12:05:00,0,2007-05-29T12:05:00,,,,,,,15.58,4.02,3.9868,0.020224,3.9976,0.018144,16.5731,0.15203,16.5676,0.1505
2007-05-29T12:10:00,0,2007-05-29T12:10:00,1011,15.9,4,299,8.6,8.6,16.33,4,3.9757,0.024237,3.9958,0.021131,16.63,0.17502,16.6243,0.17281
2007-05-29T12:15:00,0,2007-05-29T12:15:00,1011,16.6,4,303,15,8.4,16.58,4,3.9724,0.022458,3.989,0.019907,16.4238,0.16661,16.4208,0.1647
2007-05-29T12:20:00,0,2007-05-29T12:20:00,1010,15.9,4,290,14.6,9.2,15.92,3.98,3.979,0.017424,3.9897,0.016251,16.3339,0.1368,16.3303,0.13575
2007-05-29T12:25:00,0,2007-05-29T12:25:00,1011,15.6,4,309,11.1,9.4,15.58,3.97,3.9642,0.020784,3.9702,0.018765,16.3333,0.15701,16.3252,0.15538
2007-05-29T12:30:00,0,2007-05-29T12:30:00,,,,,,,16.48,3.95,3.9604,0.020454,3.9596,0.01846,16.1081,0.1545,16.1035,0.15291
2007-05-29T12:35:00,0,2007-05-29T12:35:00,1011,17.4,3.9,316,9.7,5.3,17,3.92,3.9251,0.018914,3.9224,0.017464,16.4977,0.1465,16.4869,0.14522
2007-05-29T12:40:00,0,2007-05-29T12:40:00,1011,16,3.9,293,13.2,7.9,16,3.9,3.9011,0.022497,3.8938,0.02004,16.5226,0.16769,16.5069,0.16577
2007-05-29T12:45:00,0,2007-05-29T12:45:00,1011,16.3,3.9,302,12.8,9.1,16.33,3.86,3.8731,0.021395,3.8598,0.019212,16.3708,0.1613,16.3629,0.15955
2007-05-29T12:50:00,0,2007-05-29T12:50:00,,,,,,,16.92,3.84,3.8533,0.020768,3.8382,0.01864,16.3481,0.15712,16.346,0.15545
2007-05-29T12:55:00,0,2007-05-29T12:55:00,1011,17.6,3.8,320,13.6,9.8,17.08,3.8,3.8212,0.024722,3.7973,0.02159,16.3432,0.17987,16.3455,0.1775
2007-05-29T13:00:00,0,2007-05-29T13:00:00,1011,16.4,3.8,299,16.7,11.6,16.42,3.76,3.7753,0.022622,3.7552,0.02012,16.7958,0.16896,16.7948,0.167
2007-05-29T13:05:00,0,2007-05-29T13:05:00,1011,15.8,3.7,306,10.3,8.8,15.75,3.71,3.7445,0.021438,3.7237,0.019261,16.7046,0.1619,16.7105,0.16014
2007-05-29T13:10:00,0,2007-05-29T13:10:00,1011,15.6,3.7,306,16.9,8,15.58,3.66,3.6828,0.020781,3.6701,0.018755,16.4412,0.15735,16.4552,0.1557
2007-05-29T13:15:00,0,2007-05-29T13:15:00,,,,,,,15.83,3.62,3.6387,0.020431,3.6173,0.018368,16.1734,0.15451,16.1974,0.1529
2007-05-29T13:20:00,0,2007-05-29T13:20:00,1011,17.1,3.6,290,11.7,7.7,17.08,3.57,3.5846,0.024407,3.5673,0.021321,16.1306,0.17715,16.1643,0.17487
2007-05-29T13:25:00,0,2007-05-29T13:25:00,1010,16.3,3.5,264,15.2,9.8,16.25,3.51,3.5335,0.02248,3.5215,0.019975,16.4352,0.16745,16.4624,0.16553
2007-05-29T13:30:00,0,2007-05-29T13:30:00,1010,15.8,3.4,275,21.2,13.5,15.75,3.44,3.4571,0.021377,3.4463,0.019176,16.3855,0.16104,16.4131,0.15933
2007-05-29T13:35:00,0,2007-05-29T13:35:00,1010,15.9,3.4,281,18.7,12.8,15.92,3.36,3.3768,0.017072,3.3694,0.015968,16.1127,0.13429,16.136,0.13331
2007-05-29T13:40:00,0,2007-05-29T13:40:00,,,,,,,16,3.28,3.302,0.020439,3.2954,0.01849,16.0687,0.15413,16.1032,0.15262
2007-05-29T13:45:00,0,2007-05-29T13:45:00,1010,16,3.2,284,11.9,9.3,16.17,3.2,3.2139,0.018932,3.2153,0.017482,16.0166,0.14611,16.0479,0.14491
2007-05-29T13:50:00,0,2007-05-29T13:50:00,1010,16.4,3.1,299,15.9,9.1,16.5,3.11,3.129,0.022485,3.1313,0.020011,15.9711,0.16701,16.0162,0.16523
2007-05-29T13:55:00,0,2007-05-29T13:55:00,1010,16,3,264,15.7,7.4,16,3.02,3.0186,0.017423,3.0227,0.016269,16.0485,0.13663,16.0802,0.13567
2007-05-29T14:00:00,0,2007-05-29T14:00:00,1010,15.8,2.9,306,16.1,9.8,15.83,2.92,2.9229,0.020728,2.9273,0.018732,16.0156,0.15635,16.0518,0.15489
2007-05-29T14:05:00,0,2007-05-29T14:05:00,,,,,,,16.67,2.82,2.8145,0.020377,2.8251,0.018416,15.9171,0.15362,15.9512,0.15222
2007-05-29T14:10:00,0,2007-05-29T14:10:00,,,,,,,16.67,2.72,2.7108,0.024287,2.7245,0.021187,15.8753,0.17586,15.9163,0.17388
2007-05-29T14:15:00,0,2007-05-29T14:15:00,1011,16.9,2.6,290,20.2,12.8,17,2.61,2.6046,0.028671,2.6183,0.024155,15.833,0.20012,15.8793,0.19743
2007-05-29T14:20:00,0,2007-05-29T14:20:00,1010,16.1,2.5,272,21.2,13.9,16.08,2.51,2.4967,0.018882,2.5011,0.017658,16.1916,0.1478,16.2096,0.14677
2007-05-29T14:25:00,0,2007-05-29T14:25:00,1010,16.3,2.4,263,20.4,12.1,16.25,2.4,2.3888,0.022149,2.4079,0.019994,16.1886,0.1674,16.2082,0.16589
2007-05-29T14:30:00,0,2007-05-29T14:30:00,1010,16.9,2.3,284,14.4,10.9,16.92,2.31,2.2864,0.021025,2.3053,0.019034,16.2194,0.1598,16.2328,0.15844
2007-05-29T14:35:00,0,2007-05-29T14:35:00,,,,,,,17.42,2.21,2.1874,0.020462,2.2002,0.018534,16.4245,0.15513,16.4331,0.15383
2007-05-29T14:40:00,0,2007-05-29T14:40:00,1011,18.1,2.1,295,15.5,8,18.17,2.11,2.0924,0.018892,2.103,0.017462,16.964,0.14621,16.9659,0.14518
2007-05-29T14:45:00,0,2007-05-29T14:45:00,1010,18,2,287,18.7,13.2,18.33,2.01,1.9969,0.022389,2.0154,0.019976,17.0401,0.16647,17.0476,0.16492
2007-05-29T14:50:00,0,2007-05-29T14:50:00,1011,17.1,1.9,281,16.1,10.7,17.08,1.93,1.9073,0.021281,1.9265,0.019117,17.4231,0.15982,17.4263,0.15842
2007-05-29T14:55:00,0,2007-05-29T14:55:00,1010,17.6,1.9,260,14.2,10.8,17.58,1.85,1.8457,0.017038,1.8527,0.016048,17.466,0.1335,17.4687,0.13269
2007-05-29T15:00:00,0,2007-05-29T15:00:00,1010,17.4,1.8,263,16.5,11.6,17.42,1.77,1.7713,0.020373,1.7713,0.018461,17.547,0.15295,17.5442,0.15168
2007-05-29T15:05:00,0,2007-05-29T15:05:00,,,,,,,17.25,1.69,1.7144,0.020235,1.7089,0.018149,17.5766,0.15141,17.5638,0.15012
2007-05-29T15:10:00,0,2007-05-29T15:10:00,1010,17.8,1.6,280,16.1,11.6,17.5,1.63,1.6557,0.024187,1.6461,0.021038,17.6357,0.17365,17.6228,0.17179
2007-05-29T15:15:00,0,2007-05-29T15:15:00,1010,17.7,1.6,279,23.7,12.2,17.67,1.58,1.5787,0.022342,1.5683,0.0198,17.7443,0.16516,17.7305,0.16356
2007-05-29T15:20:00,0,2007-05-29T15:20:00,1010,17.5,1.5,297,15.5,13.6,17.5,1.53,1.5268,0.017357,1.5178,0.016191,17.7034,0.13588,17.6923,0.135
2007-05-29T15:25:00,0,2007-05-29T15:25:00,,,,,,,17.17,1.49,1.4864,0.020656,1.4765,0.018666,17.734,0.1555,17.7173,0.15415
2007-05-29T15:30:00,0,2007-05-29T15:30:00,1010,16.8,1.5,277,19.2,13,16.25,1.46,1.4545,0.024528,1.4432,0.021365,17.7576,0.17765,17.7308,0.17573
2007-05-29T15:35:00,0,2007-05-29T15:35:00,1010,16.9,1.4,290,9.1,8.5,16.92,1.44,1.4331,0.01798,1.4224,0.016724,17.276,0.14061,17.2599,0.13967
2007-05-29T15:40:00,0,2007-05-29T15:40:00,1010,17.1,1.4,310,15,10.2,17.08,1.43,1.4167,0.021291,1.404,0.019169,17.2312,0.16028,17.2047,0.15887
2007-05-29T15:45:00,0,2007-05-29T15:45:00,1010,16.5,1.4,272,15.7,10.4,16.5,1.42,1.4018,0.020641,1.3963,0.018626,17.1436,0.1558,17.1191,0.15448
2007-05-29T15:50:00,0,2007-05-29T15:50:00,1010,15.9,1.4,289,13.8,10.9,15.92,1.43,1.3999,0.020298,1.3968,0.018334,16.8987,0.15297,16.8805,0.15168
2007-05-29T15:55:00,0,2007-05-29T15:55:00,,,,,,,15.92,1.44,1.4065,0.020152,1.4093,0.018101,16.5328,0.15127,16.5213,0.14999
2007-05-29T16:00:00,0,2007-05-29T16:00:00,1010,15.9,1.5,291,19.8,14.1,16.08,1.46,1.4204,0.024074,1.4245,0.021023,16.426,0.17334,16.4142,0.17151
2007-05-29T16:05:00,0,2007-05-29T16:05:00,1010,15.8,1.5,282,14,10.9,15.67,1.49,1.4777,0.022268,1.4753,0.019786,16.1387,0.16483,16.1359,0.16326
2007-05-29T16:10:00,0,2007-05-29T16:10:00,1010,16.1,1.5,280,18.1,13.2,16.08,1.52,1.5193,0.02123,1.514,0.019037,15.9073,0.15907,15.9063,0.15765
2007-05-29T16:15:00,0,2007-05-29T16:15:00,1010,16.3,1.5,275,15.9,12.1,16.33,1.54,1.5509,0.020619,1.5439,0.018587,15.8368,0.15522,15.8413,0.15388
2007-05-29T16:20:00,0,2007-05-29T16:20:00,,,,,,,16.17,1.59,1.5743,0.020275,1.5726,0.018327,15.8556,0.15274,15.8598,0.15144
2007-05-29T16:25:00,0,2007-05-29T16:25:00,1010,15.8,1.6,249,14,12,15.42,1.62,1.6177,0.024127,1.6134,0.021071,15.7559,0.17479,15.7618,0.17292
2007-05-29T16:30:00,0,2007-05-29T16:30:00,,,,,,,15.83,1.67,1.6555,0.022278,1.6453,0.019728,15.6749,0.16558,15.6799,0.164
2007-05-29T16:35:00,0,2007-05-29T16:35:00,,,,,,,15.83,1.73,1.7025,0.026291,1.7009,0.02264,15.5831,0.18836,15.5927,0.18619
2007-05-29T16:40:00,0,2007-05-29T16:40:00,1010,16.3,1.8,255,17.9,13,16.27,1.78,1.7502,0.030698,1.7571,0.025325,15.4939,0.21291,15.5061,0.20998
2007-05-29T16:45:00,0,2007-05-29T16:45:00,,,,,,,16.17,1.84,1.8282,0.024863,1.8249,0.0218,15.7682,0.18543,15.7749,0.18352
2007-05-29T16:50:00,0,2007-05-29T16:50:00,1010,15.8,1.9,256,17.5,14.4,15.75,1.89,1.8803,0.028762,1.881,0.02438,15.7191,0.20813,15.7324,0.20555
2007-05-29T16:55:00,0,2007-05-29T16:55:00,1010,15.4,1.9,250,24.5,18.4,15.42,1.94,1.9414,0.023978,1.9357,0.02129,15.7048,0.18213,15.7164,0.18039
2007-05-29T17:00:00,0,2007-05-29T17:00:00,1010,15.4,2,245,23.7,20,15.42,1.98,1.973,0.021757,1.9707,0.019681,15.5465,0.1677,15.5614,0.16629
2007-05-29T17:05:00,0,2007-05-29T17:05:00,1010,15.7,2,238,20.6,19.8,15.67,2.02,2.0286,0.020678,2.0292,0.018804,15.4398,0.15927,15.4536,0.15799
2007-05-29T17:10:00,0,2007-05-29T17:10:00,,,,,,,15.83,2.07,2.0615,0.020164,2.064,0.018264,15.4547,0.15439,15.4658,0.15314
2007-05-29T17:15:00,0,2007-05-29T17:15:00,1010,15.8,2.1,244,22.5,19.3,15.73,2.11,2.1,0.023926,2.1029,0.021052,15.3964,0.17581,15.4126,0.17402
2007-05-29T17:20:00,0,2007-05-29T17:20:00,,,,,,,16.08,2.14,2.1356,0.022137,2.144,0.019666,15.4778,0.16581,15.487,0.16427
2007-05-29T17:25:00,0,2007-05-29T17:25:00,1010,16,2.2,260,14.8,13.2,16.17,2.18,2.1676,0.026081,2.1777,0.022445,15.4283,0.18841,15.443,0.18626
2007-05-29T17:30:00,0,2007-05-29T17:30:00,1010,15.6,2.2,238,19.8,15.5,15.58,2.2,2.2073,0.018292,2.2136,0.017006,15.5963,0.14403,15.6008,0.14308
2007-05-29T17:35:00,0,2007-05-29T17:35:00,1010,15.4,2.2,243,18.3,16.2,15.42,2.24,2.2334,0.021487,2.2435,0.01933,15.5592,0.1635,15.5651,0.16206
2007-05-29T17:40:00,0,2007-05-29T17:40:00,,,,,,,15.58,2.27,2.2436,0.020621,2.2574,0.018632,15.4641,0.15756,15.4713,0.15622
2007-05-29T17:45:00,0,2007-05-29T17:45:00,1010,15.7,2.3,237,19.6,16.3,15.5,2.27,2.262,0.024309,2.2795,0.021257,15.4069,0.17934,15.4194,0.17742
2007-05-29T17:50:00,0,2007-05-29T17:50:00,1010,15.3,2.3,231,24.5,20.5,15.33,2.3,2.2957,0.022218,2.3077,0.019836,15.4486,0.16784,15.4574,0.16626
2007-05-29T17:55:00,0,2007-05-29T17:55:00,1010,15.4,2.3,242,21.8,19.4,15.42,2.31,2.3089,0.017224,2.3179,0.016137,15.3557,0.13658,15.3623,0.13572
2007-05-29T18:00:00,0,2007-05-29T18:00:00,1010,15,2.3,234,22,18.3,15,2.34,2.3222,0.020361,2.3344,0.018533,15.2846,0.15587,15.2946,0.15456
2007-05-29T18:05:00,0,2007-05-29T18:05:00,,,,,,,14.75,2.35,2.3256,0.020004,2.3333,0.0182,15.1215,0.15301,15.1316,0.15173
2007-05-29T18:10:00,0,2007-05-29T18:10:00,1010,14.5,2.4,231,18.8,17.1,14.42,2.37,2.3597,0.018615,2.3573,0.01726,14.8633,0.14517,14.8735,0.14413
2007-05-29T18:15:00,0,2007-05-29T18:15:00,1010,14.5,2.4,234,21.8,20,14.5,2.39,2.3715,0.021974,2.377,0.019716,14.7435,0.16568,14.7571,0.16413
2007-05-29T18:20:00,0,2007-05-29T18:20:00,1010,14.4,2.4,242,19.8,17.9,14.42,2.41,2.394,0.020944,2.3964,0.018915,14.5412,0.1595,14.5544,0.1581
2007-05-29T18:25:00,0,2007-05-29T18:25:00,1010,14.3,2.4,239,19.8,16.9,14.25,2.43,2.4081,0.020331,2.4045,0.018449,14.3638,0.15544,14.3799,0.15413
2007-05-29T18:30:00,0,2007-05-29T18:30:00,1010,14.3,2.5,234,16.5,14.7,14.33,2.45,2.4425,0.01666,2.4332,0.015652,14.2296,0.13177,14.2402,0.13097
2007-05-29T18:35:00,0,2007-05-29T18:35:00,,,,,,,13.83,2.46,2.458,0.019854,2.4545,0.018107,14.0913,0.15129,14.1018,0.15005
2007-05-29T18:40:00,0,2007-05-29T18:40:00,1010,13.5,2.5,238,15,14.7,14,2.49,2.4731,0.023596,2.47,0.020786,13.9539,0.17342,13.9644,0.17164
2007-05-29T18:45:00,0,2007-05-29T18:45:00,1010,13.3,2.5,247,20.8,19.8,13.33,2.51,2.5011,0.021951,2.4919,0.019633,13.6599,0.16492,13.6696,0.16341
2007-05-29T18:50:00,0,2007-05-29T18:50:00,1010,13.3,2.5,240,17.7,16.4,13.33,2.52,2.5186,0.020929,2.5109,0.018915,13.3922,0.15914,13.4011,0.15778
2007-05-29T18:55:00,0,2007-05-29T18:55:00,1010,13.1,2.5,234,18.1,16.8,13.08,2.54,2.5203,0.016815,2.5196,0.01583,13.1764,0.13331,13.1806,0.13252
2007-05-29T19:00:00,0,2007-05-29T19:00:00,,,,,,,12.75,2.56,2.5361,0.019963,2.5295,0.018273,13.0146,0.15276,13.0165,0.15155
2007-05-29T19:05:00,0,2007-05-29T19:05:00,1010,13.1,2.6,230,18.1,15.7,13.25,2.56,2.552,0.023646,2.5521,0.020959,12.8584,0.1748,12.857,0.17306
2007-05-29T19:10:00,0,2007-05-29T19:10:00,1010,13.1,2.6,233,16.5,15.5,13.08,2.58,2.5896,0.0219,2.5903,0.019746,12.7934,0.16558,12.7882,0.16411
2007-05-29T19:15:00,0,2007-05-29T19:15:00,1010,13.7,2.6,233,18.7,14.9,13.67,2.6,2.6132,0.020871,2.6169,0.019014,12.7588,0.15941,12.7498,0.15809
2007-05-29T19:20:00,0,2007-05-29T19:20:00,1010,13.3,2.6,238,21.4,16.9,13.25,2.62,2.6284,0.020269,2.6297,0.018584,12.9316,0.15534,12.9151,0.15411
2007-05-29T19:25:00,0,2007-05-29T19:25:00,,,,,,,13.25,2.62,2.638,0.019947,2.6502,0.018348,12.9608,0.15274,12.9414,0.15155
2007-05-29T19:30:00,0,2007-05-29T19:30:00,1010,12.8,2.6,236,19.2,18,12.92,2.64,2.6573,0.02364,2.6737,0.021163,12.8964,0.17474,12.8683,0.17303
2007-05-29T19:35:00,0,2007-05-29T19:35:00,1011,12.8,2.7,233,18.5,17,12.75,2.66,2.6688,0.017699,2.6835,0.016723,12.8009,0.13963,12.7814,0.13877
2007-05-29T19:40:00,0,2007-05-29T19:40:00,1011,12.6,2.7,238,15.2,14.9,12.58,2.68,2.6896,0.020898,2.7118,0.019252,12.7387,0.15937,12.7114,0.15809
2007-05-29T19:45:00,0,2007-05-29T19:45:00,1011,12.8,2.7,235,16.3,14.4,12.75,2.72,2.716,0.020278,2.736,0.01874,12.6364,0.15533,12.6099,0.15411
2007-05-29T19:50:00,0,2007-05-29T19:50:00,,,,,,,13.08,2.74,2.7351,0.019946,2.751,0.018462,12.6234,0.15275,12.5956,0.15156
2007-05-29T19:55:00,0,2007-05-29T19:55:00,1011,13.4,2.8,243,13.4,12.9,13.5,2.77,2.7763,0.018545,2.7915,0.017503,12.8279,0.14504,12.8004,0.14409
2007-05-29T20:00:00,0,2007-05-29T20:00:00,1011,13.7,2.8,237,15,13.1,13.42,2.82,2.8077,0.021881,2.8229,0.020114,12.8087,0.16555,12.7736,0.16413
2007-05-29T20:05:00,0,2007-05-29T20:05:00,1011,13.3,2.9,247,13.2,13,13.33,2.87,2.8387,0.020854,2.8591,0.019275,13.0787,0.1594,13.043,0.15814
2007-05-29T20:10:00,0,2007-05-29T20:10:00,1011,13.5,2.9,251,16.5,13.1,13.5,2.92,2.8993,0.020244,2.9155,0.018784,13.157,0.15535,13.1229,0.15417
2007-05-29T20:15:00,0,2007-05-29T20:15:00,1011,13.8,3,243,13.6,13,13.75,2.97,2.9432,0.01991,2.9591,0.01851,13.273,0.15276,13.24,0.15162
2007-05-29T20:20:00,0,2007-05-29T20:20:00,,,,,,,13.08,3.02,3.0111,0.019752,3.0199,0.018363,13.4471,0.1512,13.4147,0.15008
2007-05-29T20:25:00,0,2007-05-29T20:25:00,1011,13.3,3.1,243,14.8,13.6,12.33,3.1,3.0651,0.023441,3.0732,0.021236,13.4795,0.1733,13.4364,0.17171
2007-05-29T20:30:00,0,2007-05-29T20:30:00,1011,12.8,3.2,239,13.8,12.8,12.75,3.15,3.1373,0.021839,3.143,0.020022,13.4429,0.16483,13.4063,0.16347
2007-05-29T20:35:00,0,2007-05-29T20:35:00,1011,12.9,3.2,247,15.4,13.2,12.92,3.22,3.2169,0.017129,3.2195,0.016314,13.1523,0.13569,13.1319,0.13492
2007-05-29T20:40:00,0,2007-05-29T20:40:00,1011,12.4,3.3,242,14.6,12.6,12.42,3.29,3.2844,0.020264,3.2863,0.018844,13.1225,0.15522,13.095,0.15405
2007-05-29T20:45:00,0,2007-05-29T20:45:00,,,,,,,12.58,3.37,3.36,0.019925,3.3546,0.018509,12.8729,0.15273,12.8482,0.15158
2007-05-29T20:50:00,0,2007-05-29T20:50:00,1011,12.4,3.4,242,12,11.3,12.33,3.44,3.4195,0.018539,3.412,0.017523,12.6821,0.14504,12.6613,0.1441
2007-05-29T20:55:00,0,2007-05-29T20:55:00,1011,12.2,3.5,238,12,11.1,11.75,3.51,3.4902,0.021867,3.4824,0.020098,12.5986,0.16555,12.5731,0.16415
2007-05-29T21:00:00,0,2007-05-29T21:00:00,,,,,,,11.75,3.58,3.5648,0.02084,3.5564,0.019276,12.3827,0.1594,12.3624,0.15811
2007-05-29T21:05:00,0,2007-05-29T21:05:00,,,,,,,11.33,3.65,3.6354,0.02452,3.6286,0.022112,12.2803,0.18159,12.2548,0.17979
2007-05-29T21:10:00,0,2007-05-29T21:10:00,,,,,,,11.42,3.72,3.7043,0.028619,3.7028,0.025345,12.1766,0.20569,12.1476,0.20329
2007-05-29T21:25:00,0,2007-05-29T21:25:00,,,,,,,11,3.92,3.8941,0.042557,3.8836,0.036715,11.8602,0.2855,11.8171,0.28088
2007-05-29T21:40:00,0,2007-05-29T21:40:00,,,,,,,11,4.09,4.049,0.057799,4.0383,0.05103,11.5433,0.37104,11.487,0.36385
2007-05-29T21:55:00,0,2007-05-29T21:55:00,1011,10.8,4.2,248,11.3,10.3,10.33,4.23,4.1561,0.073377,4.1451,0.066412,10.9059,0.22609,10.8927,0.22484
2007-05-29T22:00:00,0,2007-05-29T22:00:00,,,,,,,10.33,4.27,4.2203,0.029988,4.2159,0.028202,10.7861,0.24159,10.7803,0.2398
2007-05-29T22:05:00,0,2007-05-29T22:05:00,1011,10.9,4.3,253,10.9,9.2,10.25,4.3,4.2418,0.0328,4.2444,0.02952,10.6694,0.25941,10.6764,0.25673
2007-05-29T22:10:00,0,2007-05-29T22:10:00,1011,10.8,4.3,251,10.7,10,10.83,4.32,4.2952,0.019027,4.2941,0.018348,10.7236,0.15791,10.7267,0.15722
2007-05-29T22:15:00,0,2007-05-29T22:15:00,1011,10.8,4.3,251,10.5,9.5,10.83,4.34,4.3058,0.017579,4.3082,0.017084,10.6786,0.14424,10.6825,0.14361
2007-05-29T22:20:00,0,2007-05-29T22:20:00,1011,10.8,4.4,250,11.3,10.4,10.75,4.36,4.3149,0.020546,4.3167,0.019466,10.5874,0.16094,10.5916,0.15988
2007-05-29T22:25:00,0,2007-05-29T22:25:00,1011,10.9,4.4,252,10.1,10,10.92,4.38,4.3659,0.016754,4.366,0.0161,10.6519,0.13309,10.6547,0.1324
2007-05-29T22:30:00,0,2007-05-29T22:30:00,1011,11.3,4.4,251,9.5,9.1,11.25,4.38,4.3728,0.020135,4.3683,0.018661,10.5822,0.15232,10.5856,0.15117
2007-05-29T22:35:00,0,2007-05-29T22:35:00,,,,,,,10.64,4.38,4.3857,0.020173,4.3928,0.018491,10.7218,0.15146,10.7227,0.15023
2007-05-29T22:40:00,0,2007-05-29T22:40:00,1011,10.6,4.4,245,9.5,9.3,10.25,4.38,4.3864,0.024172,4.4044,0.021497,10.6776,0.17451,10.6793,0.1727
